Gene,Expt,x,y
3110035E14Rik,1,19498,13716
3110035E14Rik,1,19545,14272
3110035E14Rik,1,19595,13773
3110035E14Rik,1,19636,13801
3110035E14Rik,1,19654,14478
3110035E14Rik,1,19730,13701
3110035E14Rik,1,19740,13220
3110035E14Rik,1,19785,14454
3110035E14Rik,1,19790,14305
3110035E14Rik,1,19837,14933
3110035E14Rik,1,19849,13234
3110035E14Rik,1,19856,13840
3110035E14Rik,1,19862,13835
3110035E14Rik,1,19872,13733
3110035E14Rik,1,19936,13666
3110035E14Rik,1,19957,14306
3110035E14Rik,1,20085,14182
3110035E14Rik,1,20108,13769
3110035E14Rik,1,20135,13319
3110035E14Rik,1,20137,14143
3110035E14Rik,1,20149,13956
3110035E14Rik,1,20208,14144
3110035E14Rik,1,20246,14853
3110035E14Rik,1,20293,14921
3110035E14Rik,1,20313,13831
3110035E14Rik,1,20348,13567
3110035E14Rik,1,19496,16609
3110035E14Rik,1,19496,16619
3110035E14Rik,1,19497,15602
3110035E14Rik,1,19508,16634
3110035E14Rik,1,19508,16711
3110035E14Rik,1,19510,16535
3110035E14Rik,1,19512,16443
3110035E14Rik,1,19515,16720
3110035E14Rik,1,19517,16271
3110035E14Rik,1,19518,16561
3110035E14Rik,1,19519,16400
3110035E14Rik,1,19530,15840
3110035E14Rik,1,19533,16286
3110035E14Rik,1,19535,15395
3110035E14Rik,1,19545,16242
3110035E14Rik,1,19551,16332
3110035E14Rik,1,19552,16363
3110035E14Rik,1,19553,16636
3110035E14Rik,1,19555,16583
3110035E14Rik,1,19567,16530
3110035E14Rik,1,19569,16520
3110035E14Rik,1,19576,16603
3110035E14Rik,1,19584,16392
3110035E14Rik,1,19589,15934
3110035E14Rik,1,19591,16510
3110035E14Rik,1,19592,16704
3110035E14Rik,1,19596,16699
3110035E14Rik,1,19604,16215
3110035E14Rik,1,19606,16191
3110035E14Rik,1,19611,16317
3110035E14Rik,1,19615,16583
3110035E14Rik,1,19624,16485
3110035E14Rik,1,19627,16555
3110035E14Rik,1,19631,16705
3110035E14Rik,1,19634,16502
3110035E14Rik,1,19636,16737
3110035E14Rik,1,19644,16762
3110035E14Rik,1,19645,16348
3110035E14Rik,1,19648,16389
3110035E14Rik,1,19649,16671
3110035E14Rik,1,19652,16471
3110035E14Rik,1,19657,16469
3110035E14Rik,1,19659,16353
3110035E14Rik,1,19661,16768
3110035E14Rik,1,19669,16374
3110035E14Rik,1,19670,16301
3110035E14Rik,1,19676,16570
3110035E14Rik,1,19679,16429
3110035E14Rik,1,19680,16213
3110035E14Rik,1,19682,16410
3110035E14Rik,1,19682,16480
3110035E14Rik,1,19690,15295
3110035E14Rik,1,19695,16264
3110035E14Rik,1,19699,16753
3110035E14Rik,1,19700,16402
3110035E14Rik,1,19706,16675
3110035E14Rik,1,19709,16696
3110035E14Rik,1,19711,16463
3110035E14Rik,1,19721,16173
3110035E14Rik,1,19723,16748
3110035E14Rik,1,19728,16705
3110035E14Rik,1,19744,16477
3110035E14Rik,1,19752,16118
3110035E14Rik,1,19774,16626
3110035E14Rik,1,19775,16791
3110035E14Rik,1,19776,16614
3110035E14Rik,1,19779,16400
3110035E14Rik,1,19782,16467
3110035E14Rik,1,19813,16587
3110035E14Rik,1,19834,16687
3110035E14Rik,1,19838,16419
3110035E14Rik,1,19844,16661
3110035E14Rik,1,19853,15441
3110035E14Rik,1,19863,16577
3110035E14Rik,1,19868,16499
3110035E14Rik,1,19902,16476
3110035E14Rik,1,19945,16571
3110035E14Rik,1,19952,16157
3110035E14Rik,1,19953,16561
3110035E14Rik,1,19955,15438
3110035E14Rik,1,19960,16763
3110035E14Rik,1,19975,16690
3110035E14Rik,1,19977,16680
3110035E14Rik,1,20013,16747
3110035E14Rik,1,20019,16713
3110035E14Rik,1,20022,15794
3110035E14Rik,1,20052,16697
3110035E14Rik,1,20056,15440
3110035E14Rik,1,20088,15105
3110035E14Rik,1,20108,16015
3110035E14Rik,1,20120,15380
3110035E14Rik,1,20121,16747
3110035E14Rik,1,20122,16031
3110035E14Rik,1,20130,16755
3110035E14Rik,1,20134,16790
3110035E14Rik,1,20148,16136
3110035E14Rik,1,20155,16756
3110035E14Rik,1,20174,15223
3110035E14Rik,1,20176,15129
3110035E14Rik,1,20178,16549
3110035E14Rik,1,20214,16068
3110035E14Rik,1,20216,15359
3110035E14Rik,1,20224,15299
3110035E14Rik,1,20225,15355
3110035E14Rik,1,20261,15026
3110035E14Rik,1,20311,15110
3110035E14Rik,1,20317,15326
3110035E14Rik,1,20319,14992
3110035E14Rik,1,20320,15196
3110035E14Rik,1,20335,15034
3110035E14Rik,1,20337,15438
3110035E14Rik,1,20347,15342
3110035E14Rik,1,20363,15200
3110035E14Rik,1,19511,17270
3110035E14Rik,1,19520,16863
3110035E14Rik,1,19552,17665
3110035E14Rik,1,19557,17042
3110035E14Rik,1,19559,17107
3110035E14Rik,1,19574,17658
3110035E14Rik,1,19584,17396
3110035E14Rik,1,19600,17616
3110035E14Rik,1,19628,17067
3110035E14Rik,1,19630,16955
3110035E14Rik,1,19639,17081
3110035E14Rik,1,19650,17292
3110035E14Rik,1,19654,17087
3110035E14Rik,1,19658,17311
3110035E14Rik,1,19661,16996
3110035E14Rik,1,19661,16997
3110035E14Rik,1,19662,16839
3110035E14Rik,1,19668,18190
3110035E14Rik,1,19675,16974
3110035E14Rik,1,19681,18189
3110035E14Rik,1,19685,17022
3110035E14Rik,1,19686,16999
3110035E14Rik,1,19695,16929
3110035E14Rik,1,19706,17982
3110035E14Rik,1,19712,17088
3110035E14Rik,1,19713,17995
3110035E14Rik,1,19719,17994
3110035E14Rik,1,19723,17746
3110035E14Rik,1,19725,17991
3110035E14Rik,1,19726,17476
3110035E14Rik,1,19730,17467
3110035E14Rik,1,19748,17712
3110035E14Rik,1,19755,18079
3110035E14Rik,1,19766,16818
3110035E14Rik,1,19769,17531
3110035E14Rik,1,19774,17735
3110035E14Rik,1,19783,17741
3110035E14Rik,1,19789,17742
3110035E14Rik,1,19791,17430
3110035E14Rik,1,19798,17473
3110035E14Rik,1,19799,17908
3110035E14Rik,1,19813,18037
3110035E14Rik,1,19825,16850
3110035E14Rik,1,19830,17772
3110035E14Rik,1,19835,17609
3110035E14Rik,1,19836,18132
3110035E14Rik,1,19843,17290
3110035E14Rik,1,19843,17872
3110035E14Rik,1,19843,17873
3110035E14Rik,1,19851,17813
3110035E14Rik,1,19858,16811
3110035E14Rik,1,19884,17245
3110035E14Rik,1,19902,16813
3110035E14Rik,1,19923,17191
3110035E14Rik,1,19933,18397
3110035E14Rik,1,19935,16900
3110035E14Rik,1,19959,16867
3110035E14Rik,1,19960,17480
3110035E14Rik,1,19970,18045
3110035E14Rik,1,19973,18092
3110035E14Rik,1,19974,17799
3110035E14Rik,1,19986,17391
3110035E14Rik,1,19989,17582
3110035E14Rik,1,19997,17823
3110035E14Rik,1,20009,17790
3110035E14Rik,1,20012,16877
3110035E14Rik,1,20015,16978
3110035E14Rik,1,20021,17481
3110035E14Rik,1,20022,16891
3110035E14Rik,1,20029,17692
3110035E14Rik,1,20041,18096
3110035E14Rik,1,20044,17738
3110035E14Rik,1,20048,16917
3110035E14Rik,1,20050,16868
3110035E14Rik,1,20053,16822
3110035E14Rik,1,20063,18206
3110035E14Rik,1,20072,18324
3110035E14Rik,1,20078,17689
3110035E14Rik,1,20081,17689
