name,x,y
3110035E14Rik,6203.653974961084,13870.180552607213
3110035E14Rik,6207.072833451078,14030.580680434308
3110035E14Rik,6338.5814950850645,14426.123119606926
3110035E14Rik,6438.676641691667,14668.326428541384
3110035E14Rik,6785.742106454759,15698.67794017308
3110035E14Rik,6850.306242498009,14098.34492590456
3110035E14Rik,6852.556114430385,14106.077542085037
3110035E14Rik,6843.583039334972,14230.678635400343
3110035E14Rik,6864.000046694217,14457.12972283234
3110035E14Rik,6864.172835430467,14385.71143531947
3110035E14Rik,6875.559596586735,14386.925199179783
3110035E14Rik,6881.494643752605,14621.813011486342
3110035E14Rik,6873.010632687919,14633.848428550229
3110035E14Rik,6900.196112296307,14418.364264139635
3110035E14Rik,6883.220796915798,14436.12878333818
3110035E14Rik,6876.797281991867,14413.30897876085
3110035E14Rik,6873.098428097326,13987.743110206788
3110035E14Rik,6867.291015558962,15873.205230150796
3110035E14Rik,6896.189244959399,15886.103295228659
3110035E14Rik,6884.201186087609,13763.3221791874
3110035E14Rik,6870.450689339687,13756.30973950085
3110035E14Rik,6915.075958873709,14115.96937971049
3110035E14Rik,6881.42609295719,14119.133814990002
3110035E14Rik,6880.542061586426,14126.973530907992
3110035E14Rik,6875.769519810113,14105.634084870935
3110035E14Rik,6885.196505300092,14127.236726879162
3110035E14Rik,6914.743636650952,14127.86347318657
3110035E14Rik,6895.521715340987,13894.547355180848
3110035E14Rik,6905.315503877108,13917.757723434044
3110035E14Rik,6897.930499812379,13759.052648873634
3110035E14Rik,6917.434903457322,14842.233269371387
3110035E14Rik,6904.868506758495,14223.008993174653
3110035E14Rik,6898.171429776463,14596.196841761614
3110035E14Rik,6916.117791679974,14595.354625287571
3110035E14Rik,6898.467934580969,14328.83352311821
3110035E14Rik,6887.47878167918,14297.578341501632
3110035E14Rik,6904.305729609508,14585.214766646304
3110035E14Rik,6890.958464613615,14570.251777798312
3110035E14Rik,6881.456837617585,14578.756320945315
3110035E14Rik,6887.255226246213,14576.160936000902
3110035E14Rik,6909.48103980451,14576.412220690312
3110035E14Rik,6890.758477950813,14587.778354561939
3110035E14Rik,6909.9815051480355,14581.869581465402
3110035E14Rik,6924.813493818313,13772.277070212109
3110035E14Rik,6894.898989180824,14522.224119189543
3110035E14Rik,6895.16910337549,14511.348054496371
