name,x,y
3110035E14Rik,6190.24073688537,14179.984951958288
3110035E14Rik,6252.664438798426,13256.878989588113
3110035E14Rik,6296.821072552127,14327.845801632957
3110035E14Rik,6300.878920458985,13219.844824759795
3110035E14Rik,6342.535178981271,13068.173092358757
3110035E14Rik,6656.2016449252815,15317.67487260154
3110035E14Rik,6722.318535840655,15388.995676326409
3110035E14Rik,6831.680539663618,13790.70325178898
3110035E14Rik,6826.745161170748,14103.497245657081
3110035E14Rik,6836.0563552702315,14101.166459818434
3110035E14Rik,6851.5311139579835,14228.935607770256
3110035E14Rik,6881.732793507313,14464.480862060242
3110035E14Rik,6867.128993547103,14480.794400435672
3110035E14Rik,6850.619141148608,14471.9522376552
3110035E14Rik,6864.699671370013,14460.208083565502
3110035E14Rik,6869.783590610864,14469.840026098633
3110035E14Rik,6868.2574315167485,14458.912411789826
3110035E14Rik,6885.264543349666,14632.746929937535
3110035E14Rik,6878.953351190751,14402.913591443079
3110035E14Rik,6875.775976489882,13742.51639940875
3110035E14Rik,6883.079282824914,13755.994971682812
3110035E14Rik,6879.744609472945,13762.682557047809
3110035E14Rik,6892.467050301363,14115.312196847579
3110035E14Rik,6891.286337582922,13903.227664536016
3110035E14Rik,6905.890150024711,14847.158192113568
3110035E14Rik,6895.745233179295,14235.499815417228
3110035E14Rik,6904.706359667241,14233.131971322588
3110035E14Rik,6899.451119817106,14302.018789331958
3110035E14Rik,6888.296724686701,14315.012139418228
3110035E14Rik,6883.343444186131,14316.329653454484
3110035E14Rik,6881.52803350282,14328.776098708478
3110035E14Rik,6897.726961472874,14320.775220947453
3110035E14Rik,6888.231164398313,14320.1876217311
3110035E14Rik,6897.124268326157,14294.19430414036
3110035E14Rik,6902.030701821893,14298.305105940568
3110035E14Rik,6888.8102375345,14580.987210738711
3110035E14Rik,6890.216042298018,13759.034117446943
3110035E14Rik,6915.1361023616,14664.51072924157
3110035E14Rik,6907.358236539407,13797.183403836425
3110035E14Rik,6917.613953967437,13988.652295336193
3110035E14Rik,6934.087907009283,14361.71857402255
3110035E14Rik,6934.142241894429,14379.368997477512
3110035E14Rik,6927.201448555311,14360.676306854468
3110035E14Rik,6930.549278918105,14373.614834753544
3110035E14Rik,6915.016618470969,14631.035549625025
3110035E14Rik,6921.086065288845,14594.724466571419
3110035E14Rik,6927.381623466785,14580.084046144322
3110035E14Rik,6954.716816613689,14446.440771367026
3110035E14Rik,6942.660211161229,14441.989954322546
3110035E14Rik,6955.8082629710025,14452.629922434944
3110035E14Rik,6923.888703558933,14244.077851585751
3110035E14Rik,6927.499333776581,14481.90172777663
3110035E14Rik,6925.397621760894,14559.109064111144
3110035E14Rik,6937.286275688436,13679.045539144936
3110035E14Rik,6932.8801028274875,14150.749965027193
3110035E14Rik,6941.371055253385,14030.104471717705
3110035E14Rik,6958.308997277547,13781.614975505592
3110035E14Rik,6959.175860291376,13784.555253436294
3110035E14Rik,6948.456148618359,13776.823891993248
3110035E14Rik,6969.801193943798,13991.543140951104
3110035E14Rik,6963.568659823671,13991.368200083936
3110035E14Rik,6951.331076624719,14001.242661731005
3110035E14Rik,6971.556197505143,14683.803606269306
3110035E14Rik,6955.383091624001,14535.631779305917
3110035E14Rik,6977.642268101817,14634.50522561622
3110035E14Rik,6960.452014777703,14882.327026886216
3110035E14Rik,6968.421347224011,14879.6410214712
3110035E14Rik,6990.493372490236,13753.156819991784
3110035E14Rik,6967.6789338005565,14123.058140267778
3110035E14Rik,6957.628439810764,15999.118931934963
3110035E14Rik,6974.558215966472,13881.3372121863
3110035E14Rik,6954.820714018506,13858.134448868455
3110035E14Rik,6974.077232421971,13880.512823903315
3110035E14Rik,6992.9389533203175,14184.063530564279
3110035E14Rik,6969.185655631203,14202.59327529208
3110035E14Rik,6962.169196246457,14191.17112389555
3110035E14Rik,6979.858832546354,13947.664883482821
3110035E14Rik,6985.965011851372,13959.97036301518
3110035E14Rik,6957.637286506668,14820.845095759078
3110035E14Rik,6970.659560530358,14830.695810645973
3110035E14Rik,6988.5124479460355,14826.851138960757
3110035E14Rik,6971.605881364199,14820.039146827416
3110035E14Rik,6987.8384456902995,14964.321390708708
3110035E14Rik,6999.53286012149,14973.748007837
3110035E14Rik,7013.9091335732755,14962.044402414289
3110035E14Rik,6995.419122675842,14962.713489335363
3110035E14Rik,6986.270318731059,14973.334325672377
3110035E14Rik,6999.645290462497,14982.647653437725
3110035E14Rik,6983.415285344441,14981.348282606565
