name,x,y
3110035E14Rik,6854.656874957442,14090.959530073109
3110035E14Rik,6839.420602117252,14091.087566450458
3110035E14Rik,6858.439634763336,14105.112878258165
3110035E14Rik,6847.8618951457975,14084.591120734929
3110035E14Rik,6841.913983861781,14088.335916861908
3110035E14Rik,6840.204202040519,14109.94488937458
3110035E14Rik,6839.364812398204,14101.67517818081
3110035E14Rik,6840.901238307867,14102.932916975924
3110035E14Rik,6844.788713380172,14088.004790549152
3110035E14Rik,6843.419004866273,14238.67733794278
3110035E14Rik,6850.513602235128,14235.176017900289
3110035E14Rik,6856.402099634582,14462.051650391646
3110035E14Rik,6872.4824195686815,14470.181197449323
3110035E14Rik,6878.006827763226,14471.41813653424
3110035E14Rik,6870.2392483225485,14471.584739178024
3110035E14Rik,6871.872179993314,14469.153729804479
3110035E14Rik,6854.001115012892,14388.759498360196
3110035E14Rik,6864.492331818019,14383.511276701627
3110035E14Rik,6871.726899089051,14384.786134860204
3110035E14Rik,6846.706966224426,14376.891313812239
3110035E14Rik,6865.589061431134,14402.112642653028
3110035E14Rik,6890.443696241527,14632.059644232777
3110035E14Rik,6882.638211219315,14415.022567436554
3110035E14Rik,6885.643778509617,13979.667640072816
3110035E14Rik,6892.599607111057,13750.572759200053
3110035E14Rik,6879.939511973802,13758.748998356514
3110035E14Rik,6879.523459969652,13758.06259680985
3110035E14Rik,6898.466575837375,13895.309613178159
3110035E14Rik,6896.265964726948,13885.292830574992
3110035E14Rik,6900.240707325122,13793.728967720072
3110035E14Rik,6894.120612689439,14309.367087464838
3110035E14Rik,6894.864274946423,14326.1469837512
3110035E14Rik,6893.164398049302,14337.146992772814
3110035E14Rik,6900.506597008147,14317.012297505005
3110035E14Rik,6881.085580812483,14304.119813623327
3110035E14Rik,6896.0649791838005,14584.036951862789
3110035E14Rik,6892.099293737182,14584.095483074192
3110035E14Rik,6901.559006580968,14518.633232338847
3110035E14Rik,6896.86345308528,14530.632047781959
3110035E14Rik,6920.530486018844,13951.154470915355
3110035E14Rik,6921.189885558297,14669.121545408903
3110035E14Rik,6931.198762475909,14672.857635668568
3110035E14Rik,6914.874743537707,13801.224415915036
3110035E14Rik,6915.11502921531,14000.028665134836
3110035E14Rik,6914.774898063051,13999.916264186122
3110035E14Rik,6922.641510989482,13997.68409106578
3110035E14Rik,6920.375184073812,13999.934660128461
3110035E14Rik,6934.115044962075,14376.792814996668
3110035E14Rik,6925.184074513751,14373.192293296494
3110035E14Rik,6928.620223902785,14374.885338111859
3110035E14Rik,6935.426952311127,14378.683863327045
3110035E14Rik,6945.668787248923,14377.867615625117
3110035E14Rik,6923.283320571329,14375.459235078031
3110035E14Rik,6922.101291417267,14386.72189391463
3110035E14Rik,6919.516390131098,14367.613485552463
3110035E14Rik,6930.191896447093,14617.85668449897
3110035E14Rik,6898.3572948597075,14164.24747042274
3110035E14Rik,6923.06486785777,14206.11584836613
3110035E14Rik,6941.808775740323,14582.404660967415
3110035E14Rik,6919.928434537765,14555.404834611509
3110035E14Rik,6923.174685806449,14583.641059572126
3110035E14Rik,6919.657739499092,14577.490597669068
3110035E14Rik,6924.227050686227,14586.764906754113
3110035E14Rik,6922.778426761612,14577.472953253948
3110035E14Rik,6907.352952369138,13667.818422851837
3110035E14Rik,6927.229706853737,13683.094130868092
3110035E14Rik,6924.785789178469,13914.241417043162
3110035E14Rik,6921.700852993173,13900.193899232716
3110035E14Rik,6923.658455500006,13887.561754029563
3110035E14Rik,6932.60896283566,13920.074118076043
3110035E14Rik,6930.21155596329,13904.006088772576
3110035E14Rik,6928.704609060286,13910.20113793443
3110035E14Rik,6927.962914155464,13902.955943361469
3110035E14Rik,6909.99192913722,14229.519019292815
3110035E14Rik,6924.379341845954,14219.347108903963
3110035E14Rik,6954.799948222653,14431.20326732435
3110035E14Rik,6954.340090539698,14449.409381585934
3110035E14Rik,6934.270849336846,14449.940245435198
3110035E14Rik,6940.159220833171,14464.222920200213
3110035E14Rik,6936.124317181478,14244.684251044104
3110035E14Rik,6929.754298631301,14261.638529050579
3110035E14Rik,6937.817396701241,14256.21758462336
3110035E14Rik,6935.916197464584,14266.366540942217
3110035E14Rik,6949.968033879448,14491.913545349697
3110035E14Rik,6934.186423481845,13683.90039821072
3110035E14Rik,6943.510523256596,13680.644911502495
3110035E14Rik,6949.463440401467,13750.595189302749
3110035E14Rik,6949.2894792095385,13753.263072801004
3110035E14Rik,6946.843848311844,14045.511269083965
3110035E14Rik,6958.220787083135,14045.133779280004
3110035E14Rik,6957.768349099881,14026.957314801648
3110035E14Rik,6958.221870862896,14039.635548398279
3110035E14Rik,6958.641067424887,14050.18609470681
3110035E14Rik,6961.446688796218,13764.823676289398
3110035E14Rik,6963.8813015394435,13776.411052522228
3110035E14Rik,6970.422431401045,15458.322327300186
3110035E14Rik,6960.617176993346,15464.603578301088
3110035E14Rik,6974.201565175797,15479.221335635677
3110035E14Rik,6963.356978860091,13997.955041569452
3110035E14Rik,6955.261789162478,13990.839909755616
3110035E14Rik,6954.850340379232,13997.959784632018
3110035E14Rik,6964.018033689118,14508.666024356357
3110035E14Rik,6963.7740213701645,14675.073848914228
3110035E14Rik,6957.297614235134,14688.62900636344
3110035E14Rik,6959.183112781987,14687.208590710112
3110035E14Rik,6977.953480735238,14637.893970828518
3110035E14Rik,6981.280096572956,14635.81498187677
3110035E14Rik,6979.371814761832,14639.78113923532
3110035E14Rik,6985.887024378358,14662.07491283569
3110035E14Rik,6961.926419550631,14865.551154977717
3110035E14Rik,6972.121958069465,14873.264546014167
3110035E14Rik,6963.689501269235,14871.708370565899
3110035E14Rik,6974.118834875188,14868.228211091999
3110035E14Rik,6986.917234305602,13750.713913590156
3110035E14Rik,6975.68898616897,13751.202968132018
3110035E14Rik,6961.89222962236,13844.799274691653
3110035E14Rik,6971.42138032091,13841.859896323993
