name,x,y
3110035E14Rik,6260.748294081311,13044.30084758414
3110035E14Rik,6564.300242272585,15169.761343667833
3110035E14Rik,6658.467212403626,15302.882697620105
3110035E14Rik,6828.269062017504,14102.822401292851
3110035E14Rik,6850.563588473621,14247.099473649583
3110035E14Rik,6875.484619213988,14466.931565005718
3110035E14Rik,6854.719891308325,14470.028130674289
3110035E14Rik,6877.446336828303,14467.283467772977
3110035E14Rik,6871.133323721794,14471.019623971048
3110035E14Rik,6860.332031915931,14473.959971401458
3110035E14Rik,6856.776986806735,14459.906166137685
3110035E14Rik,6896.350895666361,14411.336802144346
3110035E14Rik,6872.454986282791,13766.3627570692
3110035E14Rik,6883.08544789701,13760.67734167812
3110035E14Rik,6893.627305962647,13751.729377253523
3110035E14Rik,6879.2456404662225,14135.182065065761
3110035E14Rik,6918.105426254664,13911.761913275966
3110035E14Rik,6907.83925489002,14839.967427799156
3110035E14Rik,6909.646333731252,14250.037430133345
3110035E14Rik,6900.045973683557,14237.915700979665
3110035E14Rik,6891.068455416845,14308.709987290738
3110035E14Rik,6886.248301577154,14320.144010364837
3110035E14Rik,6882.354498474615,14316.561232218817
3110035E14Rik,6897.491657010821,14309.49868961631
3110035E14Rik,6896.179943403457,14328.533132633245
3110035E14Rik,6892.94566507242,14327.468143784785
3110035E14Rik,6886.400893546497,14319.656781301897
3110035E14Rik,6892.055823757067,14321.8301738773
3110035E14Rik,6887.627520564529,14582.751861167966
3110035E14Rik,6905.642566712357,13779.582035021485
3110035E14Rik,6913.239727919566,13783.895590652297
3110035E14Rik,6938.967917897071,13986.333064825438
3110035E14Rik,6935.341785205337,14383.680189801024
3110035E14Rik,6928.676402641174,14390.095604040873
3110035E14Rik,6933.542595831044,14371.991676909722
3110035E14Rik,6916.5697247765065,14377.504557485903
3110035E14Rik,6931.147191633765,14628.281799662496
3110035E14Rik,6928.761660315272,14590.071265109254
3110035E14Rik,6930.058733497562,14575.789869059843
3110035E14Rik,6943.324132540334,14446.945741934505
3110035E14Rik,6946.614551361899,14453.61596225047
3110035E14Rik,6957.826569388589,14448.921224023841
3110035E14Rik,6928.724929042313,14492.156080346855
3110035E14Rik,6936.1755893898835,14537.950357661519
3110035E14Rik,6949.562836129033,13659.41955546927
3110035E14Rik,6943.328087706442,14157.285908341022
3110035E14Rik,6966.710080520623,14044.988586064153
3110035E14Rik,6947.63722205855,13769.813847366171
3110035E14Rik,6962.9048616476875,13769.975678065042
3110035E14Rik,6949.456695433407,13785.69967499089
3110035E14Rik,6960.10620426285,14005.141297841921
3110035E14Rik,6974.787959573504,14009.535454278768
3110035E14Rik,6953.377380139525,13995.646669036367
3110035E14Rik,6971.687240926017,14671.814997544141
3110035E14Rik,6966.55063905652,14541.310639609601
3110035E14Rik,6964.908716600789,14628.745259897845
3110035E14Rik,6959.548236094514,14854.380922032322
3110035E14Rik,6950.964524266373,14877.17179986782
3110035E14Rik,6982.937914761028,13759.42614041518
3110035E14Rik,6959.455729441918,14128.045119741499
3110035E14Rik,6973.019513594654,15981.600689276087
3110035E14Rik,6975.14452380542,13876.276310078727
3110035E14Rik,6979.192269392769,13878.045971163054
3110035E14Rik,6971.572077366894,14211.134265271134
3110035E14Rik,6975.3941631006655,14208.999223013827
3110035E14Rik,6978.247618366235,13952.467509808492
3110035E14Rik,6996.0645431740995,13975.46485295594
3110035E14Rik,6981.830559196004,14830.252621800812
