name,x,y
3110035E14Rik,6279.17186561959,13041.63134394118
3110035E14Rik,6596.518136805218,14693.59505368499
3110035E14Rik,6655.519224058594,15304.72394840755
3110035E14Rik,6835.338703462236,14094.043618595524
3110035E14Rik,6854.559632199407,14235.141344590422
3110035E14Rik,6865.177852024132,14480.685986869024
3110035E14Rik,6873.670218037814,14467.433148668993
3110035E14Rik,6873.0380417068345,14472.035418246964
3110035E14Rik,6864.998018483878,14472.126971094714
3110035E14Rik,6859.110126256389,14480.92057394905
3110035E14Rik,6865.037633430163,14480.319039310822
3110035E14Rik,6874.109971268716,14626.057756960792
3110035E14Rik,6857.380120004945,14394.292515575164
3110035E14Rik,6877.219955149794,13667.98772651067
3110035E14Rik,6879.527508432233,13761.44261570398
3110035E14Rik,6872.644078711884,13760.043391764091
3110035E14Rik,6884.296748686811,13761.585198508496
3110035E14Rik,6873.121989206488,14126.478401487688
3110035E14Rik,6911.355983145125,13898.503748244782
3110035E14Rik,6887.811112392698,14827.475862104906
3110035E14Rik,6903.55183749807,14220.871164258591
3110035E14Rik,6904.833568024923,14248.490387765418
3110035E14Rik,6898.31269829313,14604.339339703914
3110035E14Rik,6900.106448125012,14314.737129247384
3110035E14Rik,6895.21209301769,14337.450564223429
3110035E14Rik,6891.763082189756,14316.704091206153
3110035E14Rik,6907.811324634167,14313.188590225023
3110035E14Rik,6892.797370543094,14319.014937060783
3110035E14Rik,6893.700275073744,14305.475816502854
3110035E14Rik,6898.9142814754405,14330.280199433231
3110035E14Rik,6886.943471113251,14304.761295013299
3110035E14Rik,6897.422663025214,14594.234680790381
3110035E14Rik,6894.228273666218,13776.31317407917
3110035E14Rik,6914.445453144769,13792.8252517921
3110035E14Rik,6907.438086153701,13995.869634285744
3110035E14Rik,6922.40573480021,14365.090571703415
3110035E14Rik,6924.405397303158,14367.894136370496
3110035E14Rik,6915.67297147195,14368.595460781908
3110035E14Rik,6913.387932538155,14362.718555927439
3110035E14Rik,6920.4666471447135,14642.185739656972
3110035E14Rik,6919.766358613387,14569.524485080105
3110035E14Rik,6926.888149333189,14562.15318199725
3110035E14Rik,6929.195938325841,14445.244595586148
3110035E14Rik,6957.706808021788,14436.004639217093
3110035E14Rik,6945.316756037763,14438.393094009596
3110035E14Rik,6935.37611979893,14490.171028501018
3110035E14Rik,6942.9406572905355,14540.787151900413
3110035E14Rik,6948.483589470925,13684.081483328893
3110035E14Rik,6926.010487112059,14159.69180983283
3110035E14Rik,6963.242858860331,14041.479924701096
3110035E14Rik,6967.7559896604425,13781.236974266898
3110035E14Rik,6954.547258918231,13769.318535111363
3110035E14Rik,6952.821534017863,13773.2973884994
3110035E14Rik,6946.343424274504,13994.778079246202
3110035E14Rik,6952.876911735637,13996.220331123406
3110035E14Rik,6963.7438292195075,13993.030706884807
3110035E14Rik,6970.860579300758,14676.693179327773
3110035E14Rik,6970.7365923189445,14546.562864312335
3110035E14Rik,6962.297452234325,14642.883129730662
3110035E14Rik,6975.339968191873,14864.22093955109
3110035E14Rik,6968.066397991038,14872.593910763486
3110035E14Rik,6976.032804495082,13755.832249949026
3110035E14Rik,6973.660967006927,14112.55283991034
3110035E14Rik,6978.815505046739,15987.36946749843
3110035E14Rik,6968.510503488675,13866.775548036909
3110035E14Rik,6970.618990407805,13873.887164896649
3110035E14Rik,6963.057006114991,14189.048174824893
3110035E14Rik,6982.0944399294385,14189.266657507707
3110035E14Rik,6966.506680388744,13953.13313020346
3110035E14Rik,6968.938743109677,13950.582344096383
3110035E14Rik,6969.182660726981,14810.328582893157
3110035E14Rik,6998.584602900316,14825.161297525554
3110035E14Rik,6987.781022687758,14826.759417718014
3110035E14Rik,7009.436079018973,14981.778749228437
3110035E14Rik,6989.7516791592425,14958.200352552381
3110035E14Rik,7000.2567416563425,14965.03007162234
3110035E14Rik,6993.427997008728,14974.403733213052
3110035E14Rik,7002.325930416188,14969.19291362339
3110035E14Rik,7001.683472734394,14975.099255142351
3110035E14Rik,6980.033154741227,14951.854795825235
3110035E14Rik,6974.353034990121,14413.761981631958
3110035E14Rik,6979.870196574618,14411.156850073115
3110035E14Rik,6994.342644406701,13677.687033164402
3110035E14Rik,6989.297212840009,13683.964252380589
3110035E14Rik,7006.976350295827,13683.641717877123
3110035E14Rik,6997.068704953465,13684.82640604843
3110035E14Rik,6994.709711564753,13920.819627672665
3110035E14Rik,6989.526561052002,14212.083393176204
3110035E14Rik,6980.314150826919,14186.195776707731
3110035E14Rik,7005.977468257052,14178.658213134047
3110035E14Rik,6997.20151199098,13996.634349490283
3110035E14Rik,7010.100989494218,15024.271879438085
3110035E14Rik,7004.521780187709,15015.635762443344
3110035E14Rik,7005.243447389051,15035.473101810889
3110035E14Rik,7001.031582758039,14042.547370811362
3110035E14Rik,7045.820604034607,14322.848122227946
3110035E14Rik,7039.33715353703,14313.209409173298
3110035E14Rik,7005.053346707339,14331.305298682202
3110035E14Rik,7019.7113106032375,14534.36006087604
3110035E14Rik,7030.362371703956,14569.663984615692
3110035E14Rik,7033.560223076739,14560.833959297159
3110035E14Rik,7025.673571903963,14567.234520308284
3110035E14Rik,7046.621957540213,14578.223113901084
3110035E14Rik,7026.382518113751,14877.81518001381
3110035E14Rik,7015.059861279252,14889.903448066741
3110035E14Rik,7037.685531623854,14883.715500231996
3110035E14Rik,7032.146749961879,13875.029093264642
3110035E14Rik,7037.617964702235,14073.554136633958
3110035E14Rik,7028.672529487259,14076.780881605784
3110035E14Rik,7037.146991828816,14076.462703352512
3110035E14Rik,7046.4872837009,14071.895457039884
3110035E14Rik,7023.897493560345,14747.210617616782
3110035E14Rik,7033.206233083908,14953.507807535683
3110035E14Rik,7038.8630555062455,14955.239004755444
3110035E14Rik,7034.302956082944,14956.354546590266
3110035E14Rik,7030.988472545793,14502.251252297821
3110035E14Rik,7047.2399706590295,14492.039384998114
3110035E14Rik,7039.649041729739,14506.31580410556
3110035E14Rik,7017.499573673003,13670.746656792158
3110035E14Rik,7039.15954800182,14793.267808404567
3110035E14Rik,7045.783985948557,14889.829592469248
3110035E14Rik,7046.801789287685,13780.149621402314
3110035E14Rik,7059.080794428658,14195.03827176554
3110035E14Rik,7040.672863057277,13744.104484682914
3110035E14Rik,7055.563173123836,13753.165106544213
3110035E14Rik,7053.708471373075,13732.617964230125
3110035E14Rik,7037.441047080982,13744.67295474778
3110035E14Rik,7071.427975033736,13737.03504577129
3110035E14Rik,7067.088588899866,13736.82506380532
3110035E14Rik,7063.188358876305,13726.63585552208
3110035E14Rik,7059.969153202962,13741.368822383125
3110035E14Rik,7069.409083841905,14037.706763419263
