Gene,Expt,x,y
3110035E14Rik,1,21621,10903
3110035E14Rik,1,21640,10688
3110035E14Rik,1,21735,11092
3110035E14Rik,1,21737,11101
3110035E14Rik,1,21746,10876
3110035E14Rik,1,21989,11118
3110035E14Rik,1,21713,12645
3110035E14Rik,1,21715,12120
3110035E14Rik,1,21753,11751
3110035E14Rik,1,21869,12564
3110035E14Rik,1,21870,12381
3110035E14Rik,1,21879,12009
3110035E14Rik,1,21943,12008
3110035E14Rik,1,21992,12586
3110035E14Rik,1,21625,14151
3110035E14Rik,1,21630,14935
3110035E14Rik,1,21635,14934
3110035E14Rik,1,21641,14187
3110035E14Rik,1,21649,14831
3110035E14Rik,1,21681,14823
3110035E14Rik,1,21682,14898
3110035E14Rik,1,21683,14828
3110035E14Rik,1,21694,14818
3110035E14Rik,1,21708,14817
3110035E14Rik,1,21711,14677
3110035E14Rik,1,21720,14529
3110035E14Rik,1,21724,14788
3110035E14Rik,1,21728,14967
3110035E14Rik,1,21754,14815
3110035E14Rik,1,21755,14435
3110035E14Rik,1,21757,14973
3110035E14Rik,1,21759,13827
3110035E14Rik,1,21768,13772
3110035E14Rik,1,21783,14736
3110035E14Rik,1,21786,14926
3110035E14Rik,1,21787,13739
3110035E14Rik,1,21787,14730
3110035E14Rik,1,21788,13740
3110035E14Rik,1,21794,14596
3110035E14Rik,1,21796,14490
3110035E14Rik,1,21802,14883
3110035E14Rik,1,21803,14678
3110035E14Rik,1,21803,14720
3110035E14Rik,1,21807,14878
3110035E14Rik,1,21808,14826
3110035E14Rik,1,21817,14925
3110035E14Rik,1,21818,14876
3110035E14Rik,1,21836,13737
3110035E14Rik,1,21836,14517
3110035E14Rik,1,21841,14964
3110035E14Rik,1,21844,14609
3110035E14Rik,1,21846,14601
3110035E14Rik,1,21846,14606
3110035E14Rik,1,21847,14668
3110035E14Rik,1,21849,14588
3110035E14Rik,1,21850,14769
3110035E14Rik,1,21858,13839
3110035E14Rik,1,21859,14917
3110035E14Rik,1,21866,14914
3110035E14Rik,1,21873,14885
3110035E14Rik,1,21879,14768
3110035E14Rik,1,21880,14938
3110035E14Rik,1,21885,14702
3110035E14Rik,1,21896,13772
3110035E14Rik,1,21940,14725
3110035E14Rik,1,21951,14712
3110035E14Rik,1,21960,14678
3110035E14Rik,1,21681,15613
3110035E14Rik,1,21687,15341
3110035E14Rik,1,21689,15624
3110035E14Rik,1,21818,15370
3110035E14Rik,1,22040,11016
3110035E14Rik,1,22199,11113
3110035E14Rik,1,22375,10526
3110035E14Rik,1,22423,10735
3110035E14Rik,1,22486,11207
3110035E14Rik,1,22555,11256
3110035E14Rik,1,22642,10923
3110035E14Rik,1,22713,10807
3110035E14Rik,1,22756,10621
3110035E14Rik,1,23046,10703
3110035E14Rik,1,23115,10758
3110035E14Rik,1,23263,10859
3110035E14Rik,1,23292,11299
3110035E14Rik,1,23423,10663
