Gene,Expt,x,y
3110035E14Rik,1,20549,13075
3110035E14Rik,1,20655,12833
3110035E14Rik,1,20822,12876
3110035E14Rik,1,20860,13087
3110035E14Rik,1,21072,13111
3110035E14Rik,1,21170,12844
3110035E14Rik,1,21241,13014
3110035E14Rik,1,21378,12849
3110035E14Rik,1,21445,12791
3110035E14Rik,1,21471,12766
3110035E14Rik,1,21481,12938
3110035E14Rik,1,21569,12869
3110035E14Rik,1,21650,12905
3110035E14Rik,1,21732,13000
3110035E14Rik,1,21884,12992
3110035E14Rik,1,21923,12776
3110035E14Rik,1,21928,12987
3110035E14Rik,1,22174,13063
3110035E14Rik,1,22238,13101
3110035E14Rik,1,20540,13875
3110035E14Rik,1,20591,13343
3110035E14Rik,1,20608,13686
3110035E14Rik,1,20626,14313
3110035E14Rik,1,20642,14662
3110035E14Rik,1,20644,14308
3110035E14Rik,1,20655,13199
3110035E14Rik,1,20656,14963
3110035E14Rik,1,20675,14854
3110035E14Rik,1,20684,14892
3110035E14Rik,1,20696,14891
3110035E14Rik,1,20707,13567
3110035E14Rik,1,20722,14121
3110035E14Rik,1,20727,14101
3110035E14Rik,1,20745,14294
3110035E14Rik,1,20755,13710
3110035E14Rik,1,20787,13327
3110035E14Rik,1,20805,13589
3110035E14Rik,1,20814,13166
3110035E14Rik,1,20846,13188
3110035E14Rik,1,20899,14773
3110035E14Rik,1,20902,14208
3110035E14Rik,1,20917,13200
3110035E14Rik,1,20946,13402
3110035E14Rik,1,20946,13403
3110035E14Rik,1,20970,13633
3110035E14Rik,1,21033,13519
3110035E14Rik,1,21046,14696
3110035E14Rik,1,21052,13935
3110035E14Rik,1,21074,14919
3110035E14Rik,1,21082,13336
3110035E14Rik,1,21102,14501
3110035E14Rik,1,21111,14429
3110035E14Rik,1,21136,14615
3110035E14Rik,1,21164,14119
3110035E14Rik,1,21193,13897
3110035E14Rik,1,21193,14722
3110035E14Rik,1,21194,13920
3110035E14Rik,1,21205,14308
3110035E14Rik,1,21205,14436
3110035E14Rik,1,21213,14846
3110035E14Rik,1,21231,13285
3110035E14Rik,1,21268,13906
3110035E14Rik,1,21281,13379
3110035E14Rik,1,21282,13379
3110035E14Rik,1,21291,14428
3110035E14Rik,1,21304,13995
3110035E14Rik,1,21365,14405
3110035E14Rik,1,21366,14329
3110035E14Rik,1,21374,13293
3110035E14Rik,1,21376,14907
3110035E14Rik,1,21396,14935
3110035E14Rik,1,21421,14942
3110035E14Rik,1,21437,13896
3110035E14Rik,1,21463,14209
3110035E14Rik,1,21521,14148
3110035E14Rik,1,21522,14148
3110035E14Rik,1,21551,14381
3110035E14Rik,1,21553,13660
3110035E14Rik,1,21604,14638
3110035E14Rik,1,21627,14450
3110035E14Rik,1,21654,13595
3110035E14Rik,1,21660,14727
3110035E14Rik,1,21708,13348
3110035E14Rik,1,21802,14837
3110035E14Rik,1,21823,14723
3110035E14Rik,1,21828,13454
3110035E14Rik,1,21918,14691
3110035E14Rik,1,21939,13651
3110035E14Rik,1,21947,13461
3110035E14Rik,1,21964,14664
3110035E14Rik,1,21982,14693
3110035E14Rik,1,22059,14686
3110035E14Rik,1,22091,13240
3110035E14Rik,1,22106,13229
3110035E14Rik,1,22147,13178
3110035E14Rik,1,22166,13316
3110035E14Rik,1,22170,14527
3110035E14Rik,1,22178,14425
3110035E14Rik,1,22220,13295
3110035E14Rik,1,22223,13444
3110035E14Rik,1,22225,14157
3110035E14Rik,1,20528,16463
3110035E14Rik,1,20531,15951
3110035E14Rik,1,20585,15662
3110035E14Rik,1,20606,16503
