Gene,Expt,y,x,neighbour
3110035E14Rik,1,18053.40735,10665.44201,2279
6330403K07Rik,2,18055.48735,10664.45981,2279
6330403K07Rik,2,18033.87741,10664.06154,2279
6330403K07Rik,2,18038.87679,10663.77914,2279
Adgrl2,3,18043.92578,10664.70224,2279
Aldoc,4,18053.86968,10671.98434,2279
Bcl11b,5,18050.48513,10678.87296,2279
Bcl11b,5,18038.40524,10649.5744,2279
Cadps2,6,18050.59181,10663.88614,2279
Cadps2,6,18062.28184,10658.61998,2279
Calb1,7,18049.46497,10664.55335,2279
Calb1,7,18042.8803,10647.08876,2279
Calb2,8,18049.20081,10670.71317,2279
Calb2,8,18059.27619,10658.73997,2279
Cck,9,18053.50818,10666.36275,2279
Chodl,10,18044.95922,10662.05807,2279
Chodl,10,18049.33232,10661.22304,2279
Chrm2,11,18032.86593,10648.77473,2279
Chrm2,11,18037.03516,10670.6787,2279
Chrm2,11,18043.33736,10671.64086,2279
Cnr1,12,18049.50692,10678.06209,2279
Cnr1,12,18055.60463,10667.70275,2279
Cox6a2,13,18042.50846,10658.60935,2279
Cox6a2,13,18048.45518,10672.40591,2279
Cox6a2,13,18035.73615,10679.49176,2279
Cox6a2,13,18048.31267,10682.95817,2279
Cpne5,14,18052.42637,10666.62072,2279
Cpne5,14,18045.60774,10664.27514,2279
Crh,15,18048.03168,10648.71763,2279
Crh,15,18049.58396,10662.20386,2279
Crhbp,16,18049.71151,10649.58641,2279
Cryab,17,18045.74039,10664.40781,2279
Crym,18,18043.20782,10667.73214,2279
Cux2,19,18036.61867,10680.10294,2279
Cux2,19,18031.58423,10668.07769,2279
Cux2,19,18041.42891,10675.8999,2279
Cux2,19,18034.5827,10657.56973,2279
Cxcl14,20,18029.09444,10666.5037,2279
Cxcl14,20,18040.0942,10665.27374,2279
Enc1,21,18056.25233,10672.00797,2279
Enc1,21,18057.92209,10680.27972,2279
Enpp2,22,18052.43402,10665.99293,2279
Enpp2,22,18035.32698,10667.30476,2279
Gabrd,23,18045.5801,10658.70526,2279
Gabrd,23,18051.70594,10668.51486,2279
Gabrd,23,18055.33535,10653.15279,2279
Gad1,24,18065.83012,10683.19734,2279
Gap43,25,18038.11313,10667.38186,2279
Gda,26,18045.66139,10682.23904,2279
Gda,26,18058.84636,10674.85103,2279
Hapln1,27,18048.7344,10668.62025,2279
Htr3a,28,18063.44081,10664.46246,2279
Id2,29,18043.56371,10676.39748,2279
Kcnk2,30,18039.01634,10656.57732,2279
Kit,31,18049.97149,10673.25845,2279
Lhx6,32,18047.73507,10660.44836,2279
Ndnf,33,18036.41366,10671.32337,2279
Neurod6,34,18049.85968,10659.31159,2279
Neurod6,34,18037.69162,10669.43386,2279
Neurod6,34,18039.03025,10676.77397,2279
Nos1,35,18035.30004,10671.60194,2279
Nos1,35,18057.70911,10667.60181,2279
Nov,36,18050.05791,10668.00801,2279
Nov,36,18051.06295,10674.86975,2279
Nov,36,18047.15549,10660.55954,2279
Npy,37,18039.4072,10668.58365,2279
Npy2r,38,18041.72086,10670.09446,2279
Npy2r,38,18048.01274,10667.49334,2279
Npy2r,38,18032.70733,10666.90176,2279
Nr4a2,39,18048.5728,10666.04352,2279
Nrn1,40,18039.97039,10660.58503,2279
Nrsn1,41,18034.45641,10680.05495,2279
Nrsn1,41,18035.30762,10676.52536,2279
Ntng1,42,18049.5101,10671.54026,2279
Ntng1,42,18053.07911,10675.48386,2279
Ntng1,42,18024.00012,10675.4078,2279
Ntng1,42,18044.69375,10663.14919,2279
Pax6,43,18048.53995,10671.58266,2279
Pax6,43,18058.31483,10673.16037,2279
Pcp4,44,18033.03087,10666.27793,2279
Pcp4,44,18054.80564,10670.52676,2279
Pcp4,44,18032.29331,10680.08084,2279
Pcp4,44,18030.67655,10652.67073,2279
Pde1a,45,18054.46036,10662.01016,2279
Pde1a,45,18051.53796,10666.51494,2279
Pde1a,45,18050.8931,10676.84515,2279
Pde1a,45,18045.02063,10681.15944,2279
