name,x,y
3110035E14Rik,6203.47522719565,14269.784182917516
3110035E14Rik,6181.556956459157,14256.734262784155
3110035E14Rik,6202.74907638981,14266.17999254699
3110035E14Rik,6190.705087288806,14260.330737604272
3110035E14Rik,6200.196219352177,13533.815591804267
3110035E14Rik,6200.919399335856,13532.32032643315
3110035E14Rik,6196.810368166716,13546.029814443944
3110035E14Rik,6214.450957434091,13529.073966162545
3110035E14Rik,6236.799637419701,14387.704542464948
3110035E14Rik,6261.358523486494,14394.467414920382
3110035E14Rik,6271.669375876364,13979.024361336076
3110035E14Rik,6370.867239375611,14451.239478983136
3110035E14Rik,6561.645284608031,14770.560950988762
3110035E14Rik,6581.018033757267,14702.996732231262
3110035E14Rik,6626.71518239878,15477.809651084714
3110035E14Rik,6675.347500808278,15314.581480205523
3110035E14Rik,6694.25441832315,15326.352020841146
3110035E14Rik,6746.593704301327,15327.132927104942
3110035E14Rik,6800.703289530064,13964.7572809829
3110035E14Rik,6858.3070835626295,15128.0545763083
3110035E14Rik,6858.217119800196,15122.786728862198
3110035E14Rik,6853.96678599862,15134.205917469737
3110035E14Rik,6855.946100591776,14233.910967076705
3110035E14Rik,6843.695345185994,14231.820621220173
3110035E14Rik,6858.63261263792,14235.086942581307
3110035E14Rik,6851.117656610785,14464.138372042098
3110035E14Rik,6882.41324910618,14465.993459912228
3110035E14Rik,6875.3384000229935,14473.806761594373
3110035E14Rik,6874.766822070085,14314.984586139533
3110035E14Rik,6866.363949482705,14317.699139294145
3110035E14Rik,6876.417984298797,14323.544114232443
3110035E14Rik,6891.818628782124,13976.006141243608
3110035E14Rik,6902.416290223807,15870.147395733384
3110035E14Rik,6902.076045065855,14739.927270153967
3110035E14Rik,6907.539889332237,14829.350975103132
3110035E14Rik,6909.229525566266,14249.130314739896
3110035E14Rik,6896.161289860543,14233.341586603123
3110035E14Rik,6885.410424072003,14303.517279755106
3110035E14Rik,6903.350542043368,14313.341421424166
3110035E14Rik,6906.307607467776,14515.837324023867
3110035E14Rik,6909.240701666793,13951.810979688518
3110035E14Rik,6926.150344545043,13793.048325517208
3110035E14Rik,6903.064491811984,13798.088642088012
3110035E14Rik,6900.698739038529,13806.219925459716
3110035E14Rik,6922.302702364479,14814.46965800898
3110035E14Rik,6923.548641388045,14808.312425361048
3110035E14Rik,6911.658510767032,14818.169138257468
3110035E14Rik,6923.6065308395255,14579.330286578492
3110035E14Rik,6919.366656127186,14529.163533724908
