Gene,Expt,x,y
3110035E14Rik,1,21331,12272
3110035E14Rik,1,21442,11741
3110035E14Rik,1,21458,12364
3110035E14Rik,1,21485,12347
3110035E14Rik,1,21529,12305
3110035E14Rik,1,21545,11907
3110035E14Rik,1,21587,12774
3110035E14Rik,1,21622,12832
3110035E14Rik,1,21634,12846
3110035E14Rik,1,21643,12667
3110035E14Rik,1,21677,11886
3110035E14Rik,1,21679,12279
3110035E14Rik,1,21724,12441
3110035E14Rik,1,21725,11644
3110035E14Rik,1,21738,12792
3110035E14Rik,1,21739,12487
3110035E14Rik,1,21744,12497
3110035E14Rik,1,21746,12466
3110035E14Rik,1,21752,12497
3110035E14Rik,1,21838,12074
3110035E14Rik,1,21893,12592
3110035E14Rik,1,21905,11735
3110035E14Rik,1,21929,12775
3110035E14Rik,1,21942,12847
3110035E14Rik,1,22050,11812
3110035E14Rik,1,22128,12397
3110035E14Rik,1,22163,11947
3110035E14Rik,1,22202,12966
3110035E14Rik,1,22225,12888
3110035E14Rik,1,22242,12008
3110035E14Rik,1,21347,14374
3110035E14Rik,1,21386,13275
3110035E14Rik,1,21404,14234
3110035E14Rik,1,21431,13290
3110035E14Rik,1,21431,14901
3110035E14Rik,1,21434,13300
3110035E14Rik,1,21443,14710
3110035E14Rik,1,21444,14508
3110035E14Rik,1,21454,14567
3110035E14Rik,1,21456,13288
3110035E14Rik,1,21476,14590
3110035E14Rik,1,21487,14416
3110035E14Rik,1,21500,14319
3110035E14Rik,1,21522,14702
3110035E14Rik,1,21529,14449
3110035E14Rik,1,21540,14245
3110035E14Rik,1,21541,14519
3110035E14Rik,1,21542,14781
3110035E14Rik,1,21548,14588
3110035E14Rik,1,21576,14284
3110035E14Rik,1,21584,14594
3110035E14Rik,1,21588,13570
3110035E14Rik,1,21602,14785
3110035E14Rik,1,21611,14341
3110035E14Rik,1,21628,14637
3110035E14Rik,1,21636,14466
3110035E14Rik,1,21637,14406
3110035E14Rik,1,21655,14244
3110035E14Rik,1,21658,14761
3110035E14Rik,1,21661,14773
3110035E14Rik,1,21665,14641
3110035E14Rik,1,21665,14660
3110035E14Rik,1,21671,14724
3110035E14Rik,1,21671,14999
3110035E14Rik,1,21672,15000
3110035E14Rik,1,21681,14791
3110035E14Rik,1,21687,14191
3110035E14Rik,1,21687,14388
3110035E14Rik,1,21702,14339
3110035E14Rik,1,21707,14659
3110035E14Rik,1,21732,13716
3110035E14Rik,1,21741,14430
3110035E14Rik,1,21756,14634
3110035E14Rik,1,21756,15030
3110035E14Rik,1,21766,14444
3110035E14Rik,1,21775,13699
3110035E14Rik,1,21814,14187
3110035E14Rik,1,21840,14790
3110035E14Rik,1,21847,13515
3110035E14Rik,1,21852,13976
3110035E14Rik,1,21863,14001
3110035E14Rik,1,21870,14085
3110035E14Rik,1,21881,14448
3110035E14Rik,1,21892,14029
3110035E14Rik,1,21904,14304
3110035E14Rik,1,21910,14266
3110035E14Rik,1,21919,14194
3110035E14Rik,1,21921,15047
3110035E14Rik,1,21925,14642
3110035E14Rik,1,21929,14169
3110035E14Rik,1,21934,14650
3110035E14Rik,1,21941,14677
3110035E14Rik,1,21949,14047
3110035E14Rik,1,21960,13888
3110035E14Rik,1,21964,14168
3110035E14Rik,1,22023,14102
3110035E14Rik,1,22039,14520
3110035E14Rik,1,22043,14643
3110035E14Rik,1,22048,14482
3110035E14Rik,1,22049,13953
3110035E14Rik,1,22050,14537
3110035E14Rik,1,22060,14608
3110035E14Rik,1,22074,13821
3110035E14Rik,1,22082,13761
3110035E14Rik,1,22100,13840
3110035E14Rik,1,22104,13924
3110035E14Rik,1,22106,14393
3110035E14Rik,1,22108,13866
3110035E14Rik,1,22133,14308
3110035E14Rik,1,22138,14543
3110035E14Rik,1,22147,13798
3110035E14Rik,1,22157,14623
3110035E14Rik,1,22167,14540
3110035E14Rik,1,22172,14533
3110035E14Rik,1,22199,14821
3110035E14Rik,1,22211,13636
3110035E14Rik,1,22212,14679
3110035E14Rik,1,22213,14669
3110035E14Rik,1,22215,14433
3110035E14Rik,1,22218,14011
3110035E14Rik,1,22219,14434
3110035E14Rik,1,22243,14453
3110035E14Rik,1,22247,14415
3110035E14Rik,1,21334,15593
3110035E14Rik,1,21336,16378
3110035E14Rik,1,21343,15922
3110035E14Rik,1,21344,16365
3110035E14Rik,1,21348,16492
3110035E14Rik,1,21349,16485
3110035E14Rik,1,21353,15932
3110035E14Rik,1,21356,16800
3110035E14Rik,1,21359,16385
3110035E14Rik,1,21365,15925
3110035E14Rik,1,21367,15842
3110035E14Rik,1,21368,15849
3110035E14Rik,1,21369,15946
3110035E14Rik,1,21369,16428
3110035E14Rik,1,21370,15845
3110035E14Rik,1,21373,16204
3110035E14Rik,1,21374,15833
3110035E14Rik,1,21380,16383
3110035E14Rik,1,21382,15870
3110035E14Rik,1,21386,15923
3110035E14Rik,1,21387,15837
3110035E14Rik,1,21391,16418
3110035E14Rik,1,21391,16443
3110035E14Rik,1,21392,15852
3110035E14Rik,1,21394,15948
3110035E14Rik,1,21396,16773
3110035E14Rik,1,21397,16202
3110035E14Rik,1,21399,16437
3110035E14Rik,1,21400,15884
3110035E14Rik,1,21400,16195
3110035E14Rik,1,21400,16543
3110035E14Rik,1,21403,16766
3110035E14Rik,1,21405,16694
3110035E14Rik,1,21406,16694
3110035E14Rik,1,21407,15880
3110035E14Rik,1,21407,16736
3110035E14Rik,1,21408,16199
3110035E14Rik,1,21408,16768
3110035E14Rik,1,21410,15731
3110035E14Rik,1,21412,16230
3110035E14Rik,1,21413,16736
3110035E14Rik,1,21414,15615
3110035E14Rik,1,21415,16829
3110035E14Rik,1,21420,16354
3110035E14Rik,1,21421,16435
3110035E14Rik,1,21422,16364
3110035E14Rik,1,21424,16380
3110035E14Rik,1,21429,16018
3110035E14Rik,1,21431,16253
3110035E14Rik,1,21432,15971
3110035E14Rik,1,21437,15979
3110035E14Rik,1,21443,15995
3110035E14Rik,1,21443,15998
3110035E14Rik,1,21445,16409
3110035E14Rik,1,21448,16052
3110035E14Rik,1,21448,16456
3110035E14Rik,1,21454,16341
3110035E14Rik,1,21458,15941
3110035E14Rik,1,21466,16212
3110035E14Rik,1,21468,16034
3110035E14Rik,1,21471,16061
3110035E14Rik,1,21472,16039
3110035E14Rik,1,21481,16241
3110035E14Rik,1,21483,15920
3110035E14Rik,1,21483,16210
3110035E14Rik,1,21484,16201
3110035E14Rik,1,21487,15962
3110035E14Rik,1,21489,16218
3110035E14Rik,1,21492,16628
3110035E14Rik,1,21495,15193
3110035E14Rik,1,21495,16660
3110035E14Rik,1,21500,16106
3110035E14Rik,1,21502,15192
3110035E14Rik,1,21502,15253
3110035E14Rik,1,21503,16841
3110035E14Rik,1,21504,16065
3110035E14Rik,1,21507,16838
3110035E14Rik,1,21510,16830
3110035E14Rik,1,21511,16248
3110035E14Rik,1,21512,15978
3110035E14Rik,1,21513,15977
3110035E14Rik,1,21514,16229
3110035E14Rik,1,21514,16547
3110035E14Rik,1,21516,16072
3110035E14Rik,1,21516,16539
3110035E14Rik,1,21517,15897
3110035E14Rik,1,21517,15943
3110035E14Rik,1,21519,15951
3110035E14Rik,1,21519,16689
3110035E14Rik,1,21519,16867
3110035E14Rik,1,21520,16832
3110035E14Rik,1,21526,16232
3110035E14Rik,1,21526,16695
3110035E14Rik,1,21543,16839
3110035E14Rik,1,21547,16384
3110035E14Rik,1,21549,15800
3110035E14Rik,1,21550,16740
3110035E14Rik,1,21556,15916
3110035E14Rik,1,21562,15981
3110035E14Rik,1,21566,16137
3110035E14Rik,1,21573,16512
3110035E14Rik,1,21588,15165
3110035E14Rik,1,21594,15593
3110035E14Rik,1,21595,16095
3110035E14Rik,1,21597,16104
3110035E14Rik,1,21599,16289
3110035E14Rik,1,21601,15759
3110035E14Rik,1,21602,16593
3110035E14Rik,1,21604,15195
3110035E14Rik,1,21607,15736
3110035E14Rik,1,21618,15759
3110035E14Rik,1,21622,16614
3110035E14Rik,1,21629,16008
3110035E14Rik,1,21630,16292
3110035E14Rik,1,21632,16054
3110035E14Rik,1,21634,16856
3110035E14Rik,1,21635,15955
3110035E14Rik,1,21646,16414
3110035E14Rik,1,21649,16362
3110035E14Rik,1,21653,15567
3110035E14Rik,1,21659,16900
3110035E14Rik,1,21661,16473
3110035E14Rik,1,21662,16507
3110035E14Rik,1,21662,16895
3110035E14Rik,1,21663,16873
3110035E14Rik,1,21664,16269
3110035E14Rik,1,21668,16470
3110035E14Rik,1,21671,16416
3110035E14Rik,1,21673,16467
3110035E14Rik,1,21674,16614
3110035E14Rik,1,21679,16291
3110035E14Rik,1,21691,16479
3110035E14Rik,1,21692,16550
3110035E14Rik,1,21698,16038
3110035E14Rik,1,21707,16257
3110035E14Rik,1,21707,16281
3110035E14Rik,1,21708,16362
3110035E14Rik,1,21709,15601
3110035E14Rik,1,21710,16366
3110035E14Rik,1,21711,16551
3110035E14Rik,1,21716,16911
3110035E14Rik,1,21721,16397
3110035E14Rik,1,21722,16560
3110035E14Rik,1,21722,16679
3110035E14Rik,1,21729,16636
3110035E14Rik,1,21730,16280
3110035E14Rik,1,21730,16640
3110035E14Rik,1,21733,16048
3110035E14Rik,1,21737,15957
3110035E14Rik,1,21748,16259
3110035E14Rik,1,21750,16054
3110035E14Rik,1,21764,15998
3110035E14Rik,1,21767,16270
3110035E14Rik,1,21769,16477
3110035E14Rik,1,21776,16235
3110035E14Rik,1,21776,16904
3110035E14Rik,1,21777,15935
3110035E14Rik,1,21777,16602
3110035E14Rik,1,21778,16476
3110035E14Rik,1,21781,16280
3110035E14Rik,1,21782,16239
3110035E14Rik,1,21783,16584
3110035E14Rik,1,21787,16628
3110035E14Rik,1,21789,16028
3110035E14Rik,1,21793,15885
3110035E14Rik,1,21794,15884
3110035E14Rik,1,21796,16384
3110035E14Rik,1,21796,16566
3110035E14Rik,1,21803,15904
3110035E14Rik,1,21816,15568
3110035E14Rik,1,21816,16560
3110035E14Rik,1,21818,16902
3110035E14Rik,1,21822,16470
3110035E14Rik,1,21829,16570
3110035E14Rik,1,21829,16698
3110035E14Rik,1,21832,16194
3110035E14Rik,1,21833,16726
3110035E14Rik,1,21838,16171
3110035E14Rik,1,21844,16073
3110035E14Rik,1,21847,16711
3110035E14Rik,1,21849,16693
3110035E14Rik,1,21857,16659
3110035E14Rik,1,21860,16381
3110035E14Rik,1,21860,16684
3110035E14Rik,1,21862,16703
3110035E14Rik,1,21865,16545
3110035E14Rik,1,21870,16319
3110035E14Rik,1,21870,16721
3110035E14Rik,1,21873,16396
3110035E14Rik,1,21873,16688
3110035E14Rik,1,21875,16575
3110035E14Rik,1,21879,16435
3110035E14Rik,1,21881,16345
3110035E14Rik,1,21886,15541
3110035E14Rik,1,21886,16564
3110035E14Rik,1,21886,16576
3110035E14Rik,1,21892,15826
3110035E14Rik,1,21894,16566
3110035E14Rik,1,21896,16331
3110035E14Rik,1,21897,16537
3110035E14Rik,1,21900,15542
3110035E14Rik,1,21900,16410
3110035E14Rik,1,21900,16573
3110035E14Rik,1,21901,16330
3110035E14Rik,1,21902,16658
3110035E14Rik,1,21904,16441
3110035E14Rik,1,21905,16333
3110035E14Rik,1,21907,15921
3110035E14Rik,1,21911,16247
3110035E14Rik,1,21912,16745
3110035E14Rik,1,21915,16056
3110035E14Rik,1,21918,16649
3110035E14Rik,1,21919,16070
3110035E14Rik,1,21924,16044
3110035E14Rik,1,21924,16133
3110035E14Rik,1,21929,16782
3110035E14Rik,1,21930,16678
3110035E14Rik,1,21938,16596
3110035E14Rik,1,21940,16073
3110035E14Rik,1,21940,16614
3110035E14Rik,1,21945,16738
3110035E14Rik,1,21946,16052
3110035E14Rik,1,21947,16172
3110035E14Rik,1,21952,16183
3110035E14Rik,1,21952,16667
3110035E14Rik,1,21953,16199
